Date,Open,High,Low,Close,Adj Close,Volume
2017-07-06,23.846666,23.889999,23.719999,23.753332,21.621819,1887300
2017-07-07,23.799999,23.926666,23.646667,23.876667,21.734081,1837500
2017-07-10,23.840000,23.943333,23.773333,23.780001,21.646090,1386000
2017-07-11,23.766666,23.930000,23.666668,23.733334,21.603615,2940300
2017-07-12,23.723333,23.840000,23.643333,23.776667,21.643059,1669800
2017-07-13,23.833332,23.959999,23.756666,23.846666,21.706774,1922700
2017-07-14,23.770000,23.893333,23.553333,23.686666,21.561132,1525800
2017-07-17,23.673332,23.933332,23.576668,23.830000,21.691605,2706300
2017-07-18,23.786667,23.930000,23.690001,23.900000,21.755322,1686600
2017-07-19,23.900000,23.959999,23.799999,23.936666,21.788702,1579200
2017-07-20,23.940001,24.049999,23.903334,24.006666,21.852415,1771800
2017-07-21,23.983334,24.263332,23.983334,24.246668,22.070883,2538900
2017-07-24,24.129999,24.256666,24.129999,24.213333,22.040545,1456800
2017-07-25,24.343332,24.450001,24.190001,24.246668,22.070883,2342700
2017-07-26,23.253332,24.843332,23.173332,24.816668,22.589731,2962800
2017-07-27,24.833332,25.076668,24.566668,24.776667,22.553318,3807000
2017-07-28,24.773333,24.913334,24.703333,24.790001,22.565456,1554900
2017-07-31,24.816668,24.883333,24.756666,24.790001,22.565456,1940100
2017-08-01,24.809999,24.940001,24.703333,24.926666,22.689863,2125500
2017-08-02,24.920000,24.973333,24.793333,24.889999,22.656487,1164300
2017-08-03,24.863333,25.090000,24.843332,25.030001,22.783918,1674600
2017-08-04,25.166668,25.226667,24.980000,25.036667,22.789988,2314500
2017-08-07,25.090000,25.186666,24.993334,25.003332,22.759644,1451400
2017-08-08,25.030001,25.129999,24.990000,25.083332,22.832470,1261500
2017-08-09,24.946667,25.426666,24.893333,25.416668,23.135893,1733100
2017-08-10,25.343332,25.596666,25.196667,25.306667,23.035761,2252100
2017-08-11,25.386667,25.459999,25.136667,25.166668,22.908323,2020800
2017-08-14,25.320000,25.636667,25.313334,25.600000,23.302773,2119500
2017-08-15,25.696667,25.733334,25.610001,25.666668,23.363459,2347800
2017-08-16,25.766666,25.916668,25.676666,25.706667,23.399866,1805100
2017-08-17,25.683332,25.813334,25.396667,25.426666,23.144993,1680300
2017-08-18,25.376667,25.400000,24.873333,24.969999,22.729303,4626000
2017-08-21,24.966667,25.146667,24.889999,25.096666,22.844608,2827500
2017-08-22,25.193333,25.556667,25.139999,25.480000,23.193541,2081400
2017-08-23,25.376667,25.376667,25.203333,25.230000,22.965975,2070600
2017-08-24,25.299999,25.299999,24.969999,24.980000,22.738409,2563800
2017-08-25,25.083332,25.383333,25.083332,25.250000,22.984180,1681200
2017-08-28,25.333332,25.383333,25.126667,25.209999,22.947771,1638600
2017-08-29,25.043333,25.126667,24.956667,25.070000,22.820330,2298900
2017-08-30,25.049999,25.176666,25.016666,25.026667,22.780890,1757400
2017-08-31,25.056667,25.253332,25.056667,25.126667,22.871914,1760100
2017-09-01,25.160000,25.230000,25.063334,25.123333,22.868883,1651200
2017-09-05,25.123333,25.123333,24.566668,24.793333,22.568495,3149700
2017-09-06,24.879999,25.026667,24.716667,24.730000,22.510841,2398500
2017-09-07,24.740000,24.783333,24.450001,24.573334,22.368237,3294300
2017-09-08,24.583332,24.916668,24.583332,24.783333,22.559393,2528400
2017-09-11,24.879999,25.053333,24.686666,24.723333,22.504774,4331100
2017-09-12,24.633333,25.013332,24.590000,25.010000,22.765717,1609200
2017-09-13,24.969999,25.030001,24.833332,24.913334,22.677725,1934700
2017-09-14,24.780001,24.913334,24.766666,24.900000,22.781416,3594900
2017-09-15,24.910000,25.066668,24.803333,24.916668,22.796661,4269900
2017-09-18,24.936666,25.093332,24.870001,25.030001,22.900352,2921100
2017-09-19,25.093332,25.480000,25.090000,25.440001,23.275467,2647200
2017-09-20,25.296667,25.629999,25.219999,25.580000,23.403563,3229800
2017-09-21,25.610001,25.610001,25.126667,25.366667,23.208374,2538900
2017-09-22,25.360001,25.556667,25.303333,25.473333,23.305969,1421400
2017-09-25,25.476667,25.716667,25.299999,25.706667,23.519447,2658900
2017-09-26,25.823334,25.833332,25.443333,25.456667,23.290718,1558800
2017-09-27,25.620001,25.820000,25.566668,25.709999,23.522495,1733400
2017-09-28,25.700001,26.103333,25.660000,25.876667,23.674978,2099700
2017-09-29,25.856667,25.943333,25.670000,25.856667,23.656685,1718100
2017-10-02,25.889999,25.940001,25.716667,25.930000,23.723782,2079300
2017-10-03,25.873333,26.000000,25.716667,25.916668,23.711584,2570700
2017-10-04,25.846666,25.883333,25.703333,25.856667,23.656685,2035800
2017-10-05,25.910000,26.023333,25.806667,25.883333,23.681084,2124600
2017-10-06,25.910000,25.950001,24.570000,24.633333,22.537437,7802400
2017-10-09,24.500000,25.100000,24.476667,24.833332,22.720415,6078600
2017-10-10,24.780001,24.930000,24.546667,24.853333,22.738718,3735900
2017-10-11,24.886667,25.230000,24.793333,25.209999,23.065041,4105500
2017-10-12,25.236668,25.250000,24.906668,24.969999,22.845459,3924900
2017-10-13,24.933332,24.983334,24.700001,24.780001,22.671623,3446100
2017-10-16,24.780001,24.833332,24.583332,24.703333,22.601479,2737200
2017-10-17,24.730000,24.969999,24.660000,24.903334,22.784460,2944800
2017-10-18,24.893333,24.973333,24.730000,24.866667,22.750916,5075700
2017-10-19,24.643333,24.680000,24.136667,24.313334,22.244665,5985600
2017-10-20,24.340000,24.490000,24.066668,24.306667,22.238565,5802300
2017-10-23,24.293333,24.526667,24.209999,24.496668,22.412399,3901500
2017-10-24,24.583332,24.646667,24.413334,24.483334,22.400204,3976500
2017-10-25,24.236668,24.540001,24.116667,24.146667,22.092180,5853300
2017-10-26,24.203333,24.290001,24.003332,24.096666,22.046436,4391400
2017-10-27,24.219999,24.219999,23.923332,24.113333,22.061684,3964500
2017-10-30,24.096666,24.376667,24.020000,24.133333,22.079977,5684700
2017-10-31,24.133333,24.280001,23.983334,24.216667,22.156218,3082800
2017-11-01,24.340000,24.340000,24.120001,24.136667,22.083029,2175300
2017-11-02,24.113333,24.476667,24.023333,24.389999,22.314810,3191700
2017-11-03,24.363333,24.379999,24.110001,24.133333,22.079977,2059500
2017-11-06,24.073334,24.153334,23.943333,23.990000,21.948837,1881900
2017-11-07,23.933332,24.256666,23.883333,24.006666,21.964087,3633600
2017-11-08,24.040001,24.303333,23.983334,24.246668,22.183672,1900800
2017-11-09,24.186666,24.596666,24.049999,24.576668,22.485594,3004200
2017-11-10,24.483334,24.586666,24.316668,24.523333,22.436800,3588000
